probe,mnemonic,count,flags
probe_warp_matrix_shared,LEA,3,O3_fast_math_restrict
probe_warp_matrix_shared,LEA.HI,8,O3_fast_math_restrict
probe_warp_matrix_shared,LOP3.LUT,15,O3_fast_math_restrict
probe_warp_matrix_shared,MOV,1,O3_fast_math_restrict
probe_warp_matrix_shared,NOP,49,O3_fast_math_restrict
probe_warp_matrix_shared,S2R,9,O3_fast_math_restrict
probe_warp_matrix_shared,SHF.R.S32.HI,8,O3_fast_math_restrict
probe_warp_matrix_shared,SHF.R.U32.HI,2,O3_fast_math_restrict
probe_warp_matrix_shared,STG.E,9,O3_fast_math_restrict
probe_warp_matrix_shared,STS,8,O3_fast_math_restrict
probe_warp_matrix_shared,UIADD3,3,O3_fast_math_restrict
probe_warp_matrix_shared,ULDC,1,O3_fast_math_restrict
probe_warp_matrix_shared,ULDC.64,4,O3_fast_math_restrict
probe_warp_matrix_shared,ULOP3.LUT,2,O3_fast_math_restrict
probe_warp_matrix_shared,UMOV,2,O3_fast_math_restrict
probe_warp_matrix_shared,USHF.L.U32,2,O3_fast_math_restrict
probe_warp_reduction,BRA,8,O3_fast_math_restrict
probe_warp_reduction,BSSY,1,O3_fast_math_restrict
probe_warp_reduction,BSYNC,1,O3_fast_math_restrict
probe_warp_reduction,EXIT,8,O3_fast_math_restrict
probe_warp_reduction,FADD.FTZ,12,O3_fast_math_restrict
probe_warp_reduction,FSETP.GT.FTZ.AND,2,O3_fast_math_restrict
probe_warp_reduction,IADD3,2,O3_fast_math_restrict
probe_warp_reduction,IMAD,1,O3_fast_math_restrict
probe_warp_reduction,IMAD.MOV.U32,14,O3_fast_math_restrict
probe_warp_reduction,IMAD.U32,3,O3_fast_math_restrict
probe_warp_reduction,IMAD.WIDE,11,O3_fast_math_restrict
probe_warp_reduction,ISETP.EQ.U32.AND,1,O3_fast_math_restrict
probe_warp_reduction,ISETP.GE.AND,1,O3_fast_math_restrict
probe_warp_reduction,ISETP.NE.AND,6,O3_fast_math_restrict
probe_warp_reduction,LDG.E,8,O3_fast_math_restrict
probe_warp_reduction,LEA.HI,1,O3_fast_math_restrict
probe_warp_reduction,LOP3.LUT,2,O3_fast_math_restrict
probe_warp_reduction,MATCH.ALL,1,O3_fast_math_restrict
probe_warp_reduction,MOV,19,O3_fast_math_restrict
probe_warp_reduction,NOP,85,O3_fast_math_restrict
probe_warp_reduction,PLOP3.LUT,1,O3_fast_math_restrict
probe_warp_reduction,POPC,2,O3_fast_math_restrict
probe_warp_reduction,REDUX.MAX.S32,1,O3_fast_math_restrict
probe_warp_reduction,REDUX.MIN.S32,1,O3_fast_math_restrict
probe_warp_reduction,REDUX.SUM,1,O3_fast_math_restrict
probe_warp_reduction,REDUX.SUM.S32,1,O3_fast_math_restrict
probe_warp_reduction,S2R,10,O3_fast_math_restrict
probe_warp_reduction,SEL,3,O3_fast_math_restrict
probe_warp_reduction,SHFL.BFLY,5,O3_fast_math_restrict
probe_warp_reduction,SHFL.DOWN,5,O3_fast_math_restrict
probe_warp_reduction,SHFL.IDX,2,O3_fast_math_restrict
probe_warp_reduction,SHFL.UP,1,O3_fast_math_restrict
probe_warp_reduction,SHF.R.S32.HI,1,O3_fast_math_restrict
probe_warp_reduction,STG.E,12,O3_fast_math_restrict
probe_warp_reduction,UFLO.U32,1,O3_fast_math_restrict
probe_warp_reduction,ULDC.64,8,O3_fast_math_restrict
probe_warp_reduction,VOTE.ALL,1,O3_fast_math_restrict
probe_warp_reduction,VOTE.ANY,3,O3_fast_math_restrict
probe_warp_reduction,VOTEU.ANY,1,O3_fast_math_restrict
probe_4bit_formats,BRA,20,O3_prec_nofmad
probe_4bit_formats,BSSY,11,O3_prec_nofmad
probe_4bit_formats,BSYNC,11,O3_prec_nofmad
probe_4bit_formats,CALL.REL.NOINC,3,O3_prec_nofmad
probe_4bit_formats,EXIT,7,O3_prec_nofmad
probe_4bit_formats,F2I.TRUNC.NTZ,41,O3_prec_nofmad
probe_4bit_formats,FADD,116,O3_prec_nofmad
probe_4bit_formats,FADD.FTZ,4,O3_prec_nofmad
probe_4bit_formats,FADD.RZ,41,O3_prec_nofmad
probe_4bit_formats,FCHK,3,O3_prec_nofmad
probe_4bit_formats,FFMA,29,O3_prec_nofmad
probe_4bit_formats,FFMA.RM,2,O3_prec_nofmad
probe_4bit_formats,FFMA.RP,2,O3_prec_nofmad
probe_4bit_formats,FFMA.RZ,2,O3_prec_nofmad
probe_4bit_formats,FMUL,119,O3_prec_nofmad
probe_4bit_formats,FSETP.GEU.AND,15,O3_prec_nofmad
probe_4bit_formats,FSETP.GTU.FTZ.AND,3,O3_prec_nofmad
probe_4bit_formats,FSETP.NEU.FTZ.AND,6,O3_prec_nofmad
probe_4bit_formats,I2FP.F32.S32,41,O3_prec_nofmad
probe_4bit_formats,IADD3,37,O3_prec_nofmad
probe_4bit_formats,IMAD,9,O3_prec_nofmad
probe_4bit_formats,IMAD.IADD,22,O3_prec_nofmad
probe_4bit_formats,IMAD.MOV,2,O3_prec_nofmad
probe_4bit_formats,IMAD.MOV.U32,41,O3_prec_nofmad
probe_4bit_formats,IMAD.SHL.U32,28,O3_prec_nofmad
probe_4bit_formats,IMAD.WIDE,5,O3_prec_nofmad
probe_4bit_formats,IMAD.WIDE.U32,1,O3_prec_nofmad
probe_4bit_formats,IMMA.8832.S4.S4,1,O3_prec_nofmad
probe_4bit_formats,IMNMX,82,O3_prec_nofmad
probe_4bit_formats,ISETP.EQ.AND,32,O3_prec_nofmad
probe_4bit_formats,ISETP.GE.AND,32,O3_prec_nofmad
probe_4bit_formats,ISETP.GE.U32.AND,2,O3_prec_nofmad
probe_4bit_formats,ISETP.GT.AND,2,O3_prec_nofmad
probe_4bit_formats,ISETP.GT.U32.AND,21,O3_prec_nofmad
probe_4bit_formats,ISETP.GT.U32.OR,2,O3_prec_nofmad
probe_4bit_formats,ISETP.NE.AND,7,O3_prec_nofmad
probe_4bit_formats,LDC,3,O3_prec_nofmad
probe_4bit_formats,LDG.E,6,O3_prec_nofmad
probe_4bit_formats,LDG.E.S8,20,O3_prec_nofmad
probe_4bit_formats,LDG.E.U8,1,O3_prec_nofmad
probe_4bit_formats,LEA,5,O3_prec_nofmad
probe_4bit_formats,LEA.HI,1,O3_prec_nofmad
probe_4bit_formats,LEA.HI.X,4,O3_prec_nofmad
probe_4bit_formats,LEA.HI.X.SX32,23,O3_prec_nofmad
probe_4bit_formats,LOP3.LUT,138,O3_prec_nofmad
probe_4bit_formats,MOV,5,O3_prec_nofmad
probe_4bit_formats,MUFU.RCP,2,O3_prec_nofmad
probe_4bit_formats,MUFU.RSQ,2,O3_prec_nofmad
probe_4bit_formats,NOP,76,O3_prec_nofmad
probe_4bit_formats,PLOP3.LUT,6,O3_prec_nofmad
probe_4bit_formats,PRMT,7,O3_prec_nofmad
probe_4bit_formats,RET.REL.NODEC,2,O3_prec_nofmad
probe_4bit_formats,S2R,12,O3_prec_nofmad
probe_4bit_formats,SEL,4,O3_prec_nofmad
probe_4bit_formats,SHF.L.U32,4,O3_prec_nofmad
probe_4bit_formats,SHF.R.S32.HI,2,O3_prec_nofmad
probe_4bit_formats,SHF.R.U32.HI,31,O3_prec_nofmad
probe_4bit_formats,STG.E,7,O3_prec_nofmad
probe_4bit_formats,STG.E.64,1,O3_prec_nofmad
probe_4bit_formats,STG.E.U8,21,O3_prec_nofmad
probe_4bit_formats,UIADD3,1,O3_prec_nofmad
probe_4bit_formats,ULDC.64,7,O3_prec_nofmad
probe_4bit_formats,UMOV,1,O3_prec_nofmad
probe_async_copy,BAR.SYNC.DEFER_BLOCKING,13,O3_prec_nofmad
probe_async_copy,BRA,3,O3_prec_nofmad
probe_async_copy,DEPBAR.LE,8,O3_prec_nofmad
probe_async_copy,EXIT,3,O3_prec_nofmad
probe_async_copy,FADD,16,O3_prec_nofmad
probe_async_copy,IADD3,16,O3_prec_nofmad
probe_async_copy,IMAD,1,O3_prec_nofmad
probe_async_copy,IMAD.MOV.U32,2,O3_prec_nofmad
probe_async_copy,IMAD.SHL.U32,2,O3_prec_nofmad
probe_async_copy,IMAD.U32,1,O3_prec_nofmad
probe_async_copy,IMAD.WIDE,13,O3_prec_nofmad
probe_async_copy,ISETP.GE.AND,1,O3_prec_nofmad
probe_async_copy,ISETP.GE.U32.AND,1,O3_prec_nofmad
probe_async_copy,ISETP.NE.AND,3,O3_prec_nofmad
probe_async_copy,LDGDEPBAR,8,O3_prec_nofmad
probe_async_copy,LDGSTS.E,7,O3_prec_nofmad
probe_async_copy,LDGSTS.E.BYPASS.128,1,O3_prec_nofmad
probe_async_copy,LDS,7,O3_prec_nofmad
probe_async_copy,LDS.128,1,O3_prec_nofmad
probe_async_copy,LOP3.LUT,2,O3_prec_nofmad
probe_async_copy,MOV,8,O3_prec_nofmad
probe_async_copy,NOP,30,O3_prec_nofmad
probe_async_copy,S2R,3,O3_prec_nofmad
probe_async_copy,SHF.L.U32,3,O3_prec_nofmad
probe_async_copy,STG.E,8,O3_prec_nofmad
probe_async_copy,UIADD3,2,O3_prec_nofmad
probe_async_copy,ULDC.64,3,O3_prec_nofmad
probe_async_copy,ULOP3.LUT,2,O3_prec_nofmad
probe_async_copy,UMOV,2,O3_prec_nofmad
probe_async_copy,USHF.L.U32,2,O3_prec_nofmad
probe_atomic_throughput,ATOMS.POPC.INC.32,128,O3_prec_nofmad
probe_atomic_throughput,BAR.SYNC.DEFER_BLOCKING,4,O3_prec_nofmad
probe_atomic_throughput,BRA,9,O3_prec_nofmad
probe_atomic_throughput,EXIT,8,O3_prec_nofmad
probe_atomic_throughput,IADD3,8,O3_prec_nofmad
probe_atomic_throughput,IMAD,4,O3_prec_nofmad
probe_atomic_throughput,IMAD.MOV.U32,19,O3_prec_nofmad
probe_atomic_throughput,IMAD.WIDE,3,O3_prec_nofmad
probe_atomic_throughput,IMAD.WIDE.U32,3,O3_prec_nofmad
probe_atomic_throughput,ISETP.EQ.U32.AND,2,O3_prec_nofmad
probe_atomic_throughput,ISETP.GT.U32.AND,1,O3_prec_nofmad
probe_atomic_throughput,ISETP.NE.AND,9,O3_prec_nofmad
probe_atomic_throughput,LDS,2,O3_prec_nofmad
probe_atomic_throughput,LOP3.LUT,1,O3_prec_nofmad
probe_atomic_throughput,MOV,11,O3_prec_nofmad
probe_atomic_throughput,NOP,81,O3_prec_nofmad
probe_atomic_throughput,POPC,2,O3_prec_nofmad
probe_atomic_throughput,RED.E.ADD.F32.FTZ.RN.STRONG.GPU,320,O3_prec_nofmad
probe_atomic_throughput,RED.E.ADD.STRONG.GPU,128,O3_prec_nofmad
probe_atomic_throughput,S2R,13,O3_prec_nofmad
probe_atomic_throughput,SHF.R.U32.HI,2,O3_prec_nofmad
probe_atomic_throughput,STG.E,2,O3_prec_nofmad
probe_atomic_throughput,UFLO.U32,2,O3_prec_nofmad
probe_atomic_throughput,ULDC.64,8,O3_prec_nofmad
probe_atomic_throughput,VOTEU.ANY,2,O3_prec_nofmad
probe_bcd_decimal,BRA,2,O3_prec_nofmad
probe_bcd_decimal,BSSY,1,O3_prec_nofmad
probe_bcd_decimal,BSYNC,1,O3_prec_nofmad
probe_bcd_decimal,CS2R,2,O3_prec_nofmad
probe_bcd_decimal,EXIT,2,O3_prec_nofmad
probe_bcd_decimal,IADD3,14,O3_prec_nofmad
probe_bcd_decimal,IMAD,16,O3_prec_nofmad
probe_bcd_decimal,IMAD.IADD,2,O3_prec_nofmad
probe_bcd_decimal,IMAD.MOV.U32,11,O3_prec_nofmad
probe_bcd_decimal,IMAD.SHL.U32,6,O3_prec_nofmad
probe_bcd_decimal,IMAD.U32,1,O3_prec_nofmad
probe_bcd_decimal,IMAD.WIDE,3,O3_prec_nofmad
probe_bcd_decimal,IMAD.WIDE.U32,8,O3_prec_nofmad
probe_bcd_decimal,IMAD.X,1,O3_prec_nofmad
probe_bcd_decimal,ISETP.GE.AND,3,O3_prec_nofmad
probe_bcd_decimal,ISETP.GT.U32.AND,15,O3_prec_nofmad
probe_bcd_decimal,ISETP.GT.U32.OR,8,O3_prec_nofmad
probe_bcd_decimal,ISETP.NE.AND,3,O3_prec_nofmad
probe_bcd_decimal,ISETP.NE.U32.AND,6,O3_prec_nofmad
probe_bcd_decimal,LDG.E,2,O3_prec_nofmad
probe_bcd_decimal,LDG.E.STRONG.SYS,2,O3_prec_nofmad
probe_bcd_decimal,LEA,1,O3_prec_nofmad
probe_bcd_decimal,LEA.HI.X,1,O3_prec_nofmad
probe_bcd_decimal,LOP3.LUT,37,O3_prec_nofmad
probe_bcd_decimal,NOP,24,O3_prec_nofmad
probe_bcd_decimal,PRMT,1,O3_prec_nofmad
probe_bcd_decimal,S2R,3,O3_prec_nofmad
probe_bcd_decimal,SEL,8,O3_prec_nofmad
probe_bcd_decimal,SHF.R.S32.HI,1,O3_prec_nofmad
probe_bcd_decimal,SHF.R.U32.HI,21,O3_prec_nofmad
probe_bcd_decimal,STG.E,2,O3_prec_nofmad
probe_bcd_decimal,STG.E.64.STRONG.SYS,2,O3_prec_nofmad
probe_bcd_decimal,STG.E.STRONG.SYS,1,O3_prec_nofmad
probe_bcd_decimal,ULDC.64,2,O3_prec_nofmad
probe_bf16_arithmetic,BRA,5,O3_prec_nofmad
probe_bf16_arithmetic,EXIT,5,O3_prec_nofmad
probe_bf16_arithmetic,F2FP.BF16.F32.PACK_AB,2,O3_prec_nofmad
probe_bf16_arithmetic,FADD,19,O3_prec_nofmad
probe_bf16_arithmetic,HFMA2.BF16_V2,7,O3_prec_nofmad
probe_bf16_arithmetic,IADD3,2,O3_prec_nofmad
probe_bf16_arithmetic,IMAD,1,O3_prec_nofmad
probe_bf16_arithmetic,IMAD.MOV.U32,8,O3_prec_nofmad
probe_bf16_arithmetic,IMAD.WIDE,27,O3_prec_nofmad
probe_bf16_arithmetic,ISETP.GE.AND,1,O3_prec_nofmad
probe_bf16_arithmetic,ISETP.NE.AND,2,O3_prec_nofmad
probe_bf16_arithmetic,LDG.E,3,O3_prec_nofmad
probe_bf16_arithmetic,LDG.E.CONSTANT,2,O3_prec_nofmad
probe_bf16_arithmetic,LDG.E.U16,19,O3_prec_nofmad
probe_bf16_arithmetic,LEA,3,O3_prec_nofmad
probe_bf16_arithmetic,LEA.HI.X,2,O3_prec_nofmad
probe_bf16_arithmetic,MOV,8,O3_prec_nofmad
probe_bf16_arithmetic,NOP,65,O3_prec_nofmad
probe_bf16_arithmetic,PRMT,22,O3_prec_nofmad
probe_bf16_arithmetic,S2R,6,O3_prec_nofmad
probe_bf16_arithmetic,SHF.R.S32.HI,2,O3_prec_nofmad
probe_bf16_arithmetic,STG.E,5,O3_prec_nofmad
probe_bf16_arithmetic,ULDC.64,5,O3_prec_nofmad
probe_bignum_bigfloat,BRA,6,O3_prec_nofmad
probe_bignum_bigfloat,CS2R,12,O3_prec_nofmad
probe_bignum_bigfloat,DADD,36,O3_prec_nofmad
probe_bignum_bigfloat,EXIT,6,O3_prec_nofmad
probe_bignum_bigfloat,IADD3,43,O3_prec_nofmad
probe_bignum_bigfloat,IADD3.X,3,O3_prec_nofmad
probe_bignum_bigfloat,IMAD.MOV.U32,91,O3_prec_nofmad
probe_bignum_bigfloat,IMAD.X,34,O3_prec_nofmad
probe_bignum_bigfloat,ISETP.GE.U32.AND,22,O3_prec_nofmad
probe_bignum_bigfloat,ISETP.GE.U32.AND.EX,22,O3_prec_nofmad
probe_bignum_bigfloat,ISETP.NE.AND,12,O3_prec_nofmad
probe_bignum_bigfloat,ISETP.NE.AND.EX,4,O3_prec_nofmad
probe_bignum_bigfloat,ISETP.NE.U32.AND,4,O3_prec_nofmad
probe_bignum_bigfloat,LDG.E.64.STRONG.SYS,36,O3_prec_nofmad
probe_bignum_bigfloat,MOV,11,O3_prec_nofmad
probe_bignum_bigfloat,NOP,72,O3_prec_nofmad
probe_bignum_bigfloat,S2R,6,O3_prec_nofmad
probe_bignum_bigfloat,SEL,26,O3_prec_nofmad
probe_bignum_bigfloat,STG.E.64.STRONG.SYS,48,O3_prec_nofmad
probe_bignum_bigfloat,ULDC.64,6,O3_prec_nofmad
probe_bit_manipulation,BRA,7,O3_prec_nofmad
probe_bit_manipulation,BREV,3,O3_prec_nofmad
probe_bit_manipulation,CS2R,2,O3_prec_nofmad
probe_bit_manipulation,EXIT,7,O3_prec_nofmad
probe_bit_manipulation,FLO.U32,1,O3_prec_nofmad
probe_bit_manipulation,FLO.U32.SH,1,O3_prec_nofmad
probe_bit_manipulation,IADD3,5,O3_prec_nofmad
probe_bit_manipulation,IADD3.X,1,O3_prec_nofmad
probe_bit_manipulation,IMAD,1,O3_prec_nofmad
probe_bit_manipulation,IMAD.MOV.U32,12,O3_prec_nofmad
probe_bit_manipulation,IMAD.WIDE,15,O3_prec_nofmad
probe_bit_manipulation,ISETP.NE.AND,3,O3_prec_nofmad
probe_bit_manipulation,LDG.E,5,O3_prec_nofmad
probe_bit_manipulation,LDG.E.U16,1,O3_prec_nofmad
probe_bit_manipulation,LDG.E.U8,2,O3_prec_nofmad
probe_bit_manipulation,LEA,2,O3_prec_nofmad
probe_bit_manipulation,LEA.HI.X,2,O3_prec_nofmad
probe_bit_manipulation,LOP3.LUT,2,O3_prec_nofmad
probe_bit_manipulation,MOV,13,O3_prec_nofmad
probe_bit_manipulation,NOP,80,O3_prec_nofmad
probe_bit_manipulation,POPC,1,O3_prec_nofmad
probe_bit_manipulation,PRMT,5,O3_prec_nofmad
probe_bit_manipulation,S2R,7,O3_prec_nofmad
probe_bit_manipulation,SHF.L.W.U32,1,O3_prec_nofmad
probe_bit_manipulation,SHF.R.S32.HI,2,O3_prec_nofmad
probe_bit_manipulation,STG.E,15,O3_prec_nofmad
probe_bit_manipulation,STG.E.64,2,O3_prec_nofmad
probe_bit_manipulation,ULDC.64,7,O3_prec_nofmad
probe_bitwise,BRA,5,O3_prec_nofmad
probe_bitwise,BREV,1,O3_prec_nofmad
probe_bitwise,EXIT,5,O3_prec_nofmad
probe_bitwise,FLO.U32,2,O3_prec_nofmad
probe_bitwise,FLO.U32.SH,1,O3_prec_nofmad
probe_bitwise,IADD3,4,O3_prec_nofmad
probe_bitwise,IMAD.MOV.U32,8,O3_prec_nofmad
probe_bitwise,IMAD.WIDE,15,O3_prec_nofmad
probe_bitwise,LDG.E,10,O3_prec_nofmad
probe_bitwise,LOP3.LUT,12,O3_prec_nofmad
probe_bitwise,MOV,2,O3_prec_nofmad
probe_bitwise,NOP,62,O3_prec_nofmad
probe_bitwise,POPC,1,O3_prec_nofmad
probe_bitwise,PRMT,9,O3_prec_nofmad
probe_bitwise,S2R,5,O3_prec_nofmad
probe_bitwise,SHF.L.U32.HI,1,O3_prec_nofmad
probe_bitwise,SHF.L.W.U32.HI,3,O3_prec_nofmad
probe_bitwise,SHF.R.U32,1,O3_prec_nofmad
probe_bitwise,SHF.R.W.U32,3,O3_prec_nofmad
probe_bitwise,STG.E,5,O3_prec_nofmad
probe_bitwise,ULDC.64,5,O3_prec_nofmad
probe_cache_policy,BRA,4,O3_prec_nofmad
probe_cache_policy,EXIT,4,O3_prec_nofmad
probe_cache_policy,FADD,2,O3_prec_nofmad
probe_cache_policy,FMUL,1,O3_prec_nofmad
probe_cache_policy,IMAD,4,O3_prec_nofmad
probe_cache_policy,IMAD.WIDE,11,O3_prec_nofmad
probe_cache_policy,ISETP.GE.AND,1,O3_prec_nofmad
probe_cache_policy,LDG.E,2,O3_prec_nofmad
probe_cache_policy,LDG.E.CONSTANT,6,O3_prec_nofmad
probe_cache_policy,MOV,9,O3_prec_nofmad
probe_cache_policy,NOP,37,O3_prec_nofmad
probe_cache_policy,S2R,8,O3_prec_nofmad
probe_cache_policy,SHF.L.U32,1,O3_prec_nofmad
probe_cache_policy,STG.E,2,O3_prec_nofmad
probe_cache_policy,STG.E.128,1,O3_prec_nofmad
probe_cache_policy,STG.E.EF,6,O3_prec_nofmad
probe_cache_policy,ULDC.64,4,O3_prec_nofmad
probe_coalescing_patterns,BRA,3,O3_prec_nofmad
probe_coalescing_patterns,EXIT,3,O3_prec_nofmad
probe_coalescing_patterns,F2I.FTZ.U32.TRUNC.NTZ,2,O3_prec_nofmad
probe_coalescing_patterns,FADD,1,O3_prec_nofmad
probe_coalescing_patterns,I2FP.F32.S32,2,O3_prec_nofmad
probe_coalescing_patterns,I2F.RP,1,O3_prec_nofmad
probe_coalescing_patterns,I2F.U32.RP,1,O3_prec_nofmad
probe_coalescing_patterns,IABS,2,O3_prec_nofmad
probe_coalescing_patterns,IADD3,4,O3_prec_nofmad
probe_coalescing_patterns,IMAD,10,O3_prec_nofmad
probe_coalescing_patterns,IMAD.HI.U32,4,O3_prec_nofmad
probe_coalescing_patterns,IMAD.MOV,3,O3_prec_nofmad
probe_coalescing_patterns,IMAD.MOV.U32,5,O3_prec_nofmad
probe_coalescing_patterns,IMAD.WIDE,3,O3_prec_nofmad
probe_coalescing_patterns,IMAD.WIDE.U32,1,O3_prec_nofmad
probe_coalescing_patterns,ISETP.GE.AND,2,O3_prec_nofmad
probe_coalescing_patterns,ISETP.GE.U32.AND,2,O3_prec_nofmad
probe_coalescing_patterns,ISETP.GT.U32.AND,2,O3_prec_nofmad
probe_coalescing_patterns,ISETP.NE.AND,2,O3_prec_nofmad
probe_coalescing_patterns,ISETP.NE.U32.AND,1,O3_prec_nofmad
probe_coalescing_patterns,LDG.E,1,O3_prec_nofmad
probe_coalescing_patterns,LOP3.LUT,1,O3_prec_nofmad
probe_coalescing_patterns,MOV,6,O3_prec_nofmad
probe_coalescing_patterns,MUFU.RCP,2,O3_prec_nofmad
probe_coalescing_patterns,NOP,35,O3_prec_nofmad
probe_coalescing_patterns,S2R,6,O3_prec_nofmad
probe_coalescing_patterns,SEL,1,O3_prec_nofmad
probe_coalescing_patterns,STG.E,3,O3_prec_nofmad
probe_coalescing_patterns,ULDC.64,3,O3_prec_nofmad
probe_constant_memory,BRA,4,O3_prec_nofmad
probe_constant_memory,EXIT,4,O3_prec_nofmad
probe_constant_memory,FADD,42,O3_prec_nofmad
probe_constant_memory,FFMA,38,O3_prec_nofmad
probe_constant_memory,FMUL,80,O3_prec_nofmad
probe_constant_memory,I2FP.F32.S32,38,O3_prec_nofmad
probe_constant_memory,IADD3,2,O3_prec_nofmad
probe_constant_memory,IMAD,5,O3_prec_nofmad
probe_constant_memory,IMAD.HI,1,O3_prec_nofmad
probe_constant_memory,IMAD.IADD,1,O3_prec_nofmad
probe_constant_memory,IMAD.MOV.U32,2,O3_prec_nofmad
probe_constant_memory,IMAD.WIDE,25,O3_prec_nofmad
probe_constant_memory,IMAD.WIDE.U32,2,O3_prec_nofmad
probe_constant_memory,ISETP.GE.AND,3,O3_prec_nofmad
probe_constant_memory,ISETP.NE.AND,1,O3_prec_nofmad
probe_constant_memory,LDC,2,O3_prec_nofmad
probe_constant_memory,LDG.E,4,O3_prec_nofmad
probe_constant_memory,LEA,1,O3_prec_nofmad
probe_constant_memory,LEA.HI,1,O3_prec_nofmad
probe_constant_memory,LEA.HI.SX32,1,O3_prec_nofmad
probe_constant_memory,LOP3.LUT,1,O3_prec_nofmad
probe_constant_memory,MOV,10,O3_prec_nofmad
probe_constant_memory,NOP,43,O3_prec_nofmad
probe_constant_memory,S2R,7,O3_prec_nofmad
probe_constant_memory,SHF.L.U32,2,O3_prec_nofmad
probe_constant_memory,SHF.R.U32.HI,2,O3_prec_nofmad
probe_constant_memory,STG.E,22,O3_prec_nofmad
probe_constant_memory,ULDC.64,4,O3_prec_nofmad
probe_control_flow,BPT.TRAP,1,O3_prec_nofmad
probe_control_flow,BRA,8,O3_prec_nofmad
probe_control_flow,BRA.CONV,3,O3_prec_nofmad
probe_control_flow,BSSY,2,O3_prec_nofmad
probe_control_flow,BSYNC,2,O3_prec_nofmad
probe_control_flow,CALL.REL.NOINC,3,O3_prec_nofmad
probe_control_flow,EXIT,6,O3_prec_nofmad
probe_control_flow,FADD,3,O3_prec_nofmad
probe_control_flow,FMUL,1,O3_prec_nofmad
probe_control_flow,FSEL,1,O3_prec_nofmad
probe_control_flow,FSETP.GT.AND,2,O3_prec_nofmad
probe_control_flow,IADD3,6,O3_prec_nofmad
probe_control_flow,IMAD.IADD,101,O3_prec_nofmad
probe_control_flow,IMAD.MOV.U32,10,O3_prec_nofmad
probe_control_flow,IMAD.SHL.U32,98,O3_prec_nofmad
probe_control_flow,IMAD.WIDE,9,O3_prec_nofmad
probe_control_flow,ISETP.GE.AND,3,O3_prec_nofmad
probe_control_flow,ISETP.GT.AND,99,O3_prec_nofmad
probe_control_flow,LDG.E,6,O3_prec_nofmad
probe_control_flow,LEA,3,O3_prec_nofmad
probe_control_flow,LEA.HI.X,3,O3_prec_nofmad
probe_control_flow,LOP3.LUT,98,O3_prec_nofmad
probe_control_flow,MOV,11,O3_prec_nofmad
probe_control_flow,NOP,88,O3_prec_nofmad
probe_control_flow,RET.REL.NODEC,1,O3_prec_nofmad
probe_control_flow,S2R,6,O3_prec_nofmad
probe_control_flow,SHFL.BFLY,6,O3_prec_nofmad
probe_control_flow,SHFL.DOWN,1,O3_prec_nofmad
probe_control_flow,SHFL.IDX,1,O3_prec_nofmad
probe_control_flow,SHFL.UP,1,O3_prec_nofmad
probe_control_flow,SHF.R.S32.HI,3,O3_prec_nofmad
probe_control_flow,STG.E,6,O3_prec_nofmad
probe_control_flow,ULDC.64,6,O3_prec_nofmad
probe_control_flow,UMOV,2,O3_prec_nofmad
probe_control_flow,WARPSYNC,1,O3_prec_nofmad
probe_convergence_barriers,BRA,9,O3_prec_nofmad
probe_convergence_barriers,BRX,1,O3_prec_nofmad
probe_convergence_barriers,BSSY,4,O3_prec_nofmad
probe_convergence_barriers,BSYNC,4,O3_prec_nofmad
probe_convergence_barriers,EXIT,7,O3_prec_nofmad
probe_convergence_barriers,FADD,122,O3_prec_nofmad
probe_convergence_barriers,FMUL,122,O3_prec_nofmad
probe_convergence_barriers,FSEL,2,O3_prec_nofmad
probe_convergence_barriers,FSETP.GEU.AND,1,O3_prec_nofmad
probe_convergence_barriers,FSETP.GT.AND,109,O3_prec_nofmad
probe_convergence_barriers,I2FP.F32.S32,10,O3_prec_nofmad
probe_convergence_barriers,IADD3,10,O3_prec_nofmad
probe_convergence_barriers,IMAD,1,O3_prec_nofmad
probe_convergence_barriers,IMAD.IADD,1,O3_prec_nofmad
probe_convergence_barriers,IMAD.MOV.U32,9,O3_prec_nofmad
probe_convergence_barriers,IMAD.SHL.U32,1,O3_prec_nofmad
probe_convergence_barriers,IMAD.WIDE,10,O3_prec_nofmad
probe_convergence_barriers,IMNMX.U32,1,O3_prec_nofmad
probe_convergence_barriers,ISETP.GE.AND,3,O3_prec_nofmad
probe_convergence_barriers,ISETP.GT.AND,1,O3_prec_nofmad
probe_convergence_barriers,ISETP.LT.U32.AND,1,O3_prec_nofmad
probe_convergence_barriers,ISETP.NE.AND,2,O3_prec_nofmad
probe_convergence_barriers,ISETP.NE.U32.AND,1,O3_prec_nofmad
probe_convergence_barriers,LDC,1,O3_prec_nofmad
probe_convergence_barriers,LDG.E,7,O3_prec_nofmad
probe_convergence_barriers,LEA,3,O3_prec_nofmad
probe_convergence_barriers,LEA.HI,1,O3_prec_nofmad
probe_convergence_barriers,LEA.HI.X,3,O3_prec_nofmad
probe_convergence_barriers,LOP3.LUT,2,O3_prec_nofmad
probe_convergence_barriers,MOV,8,O3_prec_nofmad
probe_convergence_barriers,NOP,74,O3_prec_nofmad
probe_convergence_barriers,PLOP3.LUT,1,O3_prec_nofmad
probe_convergence_barriers,S2R,6,O3_prec_nofmad
probe_convergence_barriers,SHF.R.S32.HI,5,O3_prec_nofmad
probe_convergence_barriers,STG.E,7,O3_prec_nofmad
